(0, 0)
(1, 1)
(2, 4)
(3, 9)
(4, 6)
(5, 5)
6, 6
7, 9
8, 4
9, 1
(10, 100)
(11, 121)
(12, 144)
(13, 169)
(14, 186)
(15, 105)
(16, 126)
(17, 149)
(18, 164)
(19, 181)
(20, 400)
(21, 441)
(22, 484)
(23, 429)
(24, 466)
(25, 405)
(26, 446)
(27, 489)
(28, 424)
(29, 461)
(30, 900)
(31, 961)
(32, 924)
(33, 989)
(34, 946)
(35, 905)
(36, 966)
(37, 929)
(38, 984)
(39, 941)
(40, 600)
(41, 681)
(42, 664)
(43, 649)
(44, 626)
(45, 605)
(46, 686)
(47, 669)
(48, 644)
(49, 621)
(50, 500)
(51, 501)
(52, 504)
(53, 509)
(54, 506)
(55, 505)
56, 506
57, 509
58, 504
59, 501
60, 600
61, 621
62, 644
63, 669
64, 686
65, 605
66, 626
67, 649
68, 664
69, 681
70, 900
71, 941
72, 984
73, 929
74, 966
75, 905
76, 946
77, 989
78, 924
79, 961
80, 400
81, 461
82, 424
83, 489
84, 446
85, 405
86, 466
87, 429
88, 484
89, 441
90, 100
91, 181
92, 164
93, 149
94, 126
95, 105
96, 186
97, 169
98, 144
99, 121
(100, 10000)
(101, 10201)
(102, 10404)
(103, 10609)
(104, 10806)
(105, 10005)
(106, 10206)
(107, 10409)
(108, 10604)
(109, 10801)
(110, 12100)
(111, 12321)
(112, 12544)
(113, 12769)
(114, 12986)
(115, 12105)
(116, 12326)
(117, 12549)
(118, 12764)
(119, 12981)
(120, 14400)
(121, 14641)
(122, 14884)
(123, 14029)
(124, 14266)
(125, 14405)
(126, 14646)
(127, 14889)
(128, 14024)
(129, 14261)
(130, 16900)
(131, 16161)
(132, 16324)
(133, 16589)
(134, 16746)
(135, 16905)
(136, 16166)
(137, 16329)
(138, 16584)
(139, 16741)
(140, 18600)
(141, 18881)
(142, 18064)
(143, 18249)
(144, 18426)
(145, 18605)
(146, 18886)
(147, 18069)
(148, 18244)
(149, 18421)
(150, 10500)
(151, 10701)
(152, 10904)
(153, 10109)
(154, 10306)
(155, 10505)
(156, 10706)
(157, 10909)
(158, 10104)
(159, 10301)
(160, 12600)
(161, 12821)
(162, 12044)
(163, 12269)
(164, 12486)
(165, 12605)
(166, 12826)
(167, 12049)
(168, 12264)
(169, 12481)
(170, 14900)
(171, 14141)
(172, 14384)
(173, 14529)
(174, 14766)
(175, 14905)
(176, 14146)
(177, 14389)
(178, 14524)
(179, 14761)
(180, 16400)
(181, 16661)
(182, 16824)
(183, 16089)
(184, 16246)
(185, 16405)
(186, 16666)
(187, 16829)
(188, 16084)
(189, 16241)
(190, 18100)
(191, 18381)
(192, 18564)
(193, 18749)
(194, 18926)
(195, 18105)
(196, 18386)
(197, 18569)
(198, 18744)
(199, 18921)
(200, 40000)
(201, 40401)
(202, 40804)
(203, 40209)
(204, 40606)
(205, 40005)
(206, 40406)
(207, 40809)
(208, 40204)
(209, 40601)
(210, 44100)
(211, 44521)
(212, 44944)
(213, 44369)
(214, 44786)
(215, 44105)
(216, 44526)
(217, 44949)
(218, 44364)
(219, 44781)
(220, 48400)
(221, 48841)
(222, 48284)
(223, 48629)
(224, 48066)
(225, 48405)
(226, 48846)
(227, 48289)
(228, 48624)
(229, 48061)
(230, 42900)
(231, 42361)
(232, 42724)
(233, 42189)
(234, 42546)
(235, 42905)
(236, 42366)
(237, 42729)
(238, 42184)
(239, 42541)
(240, 46600)
(241, 46081)
(242, 46464)
(243, 46849)
(244, 46226)
(245, 46605)
(246, 46086)
(247, 46469)
(248, 46844)
(249, 46221)
(250, 40500)
(251, 40901)
(252, 40304)
(253, 40709)
(254, 40106)
(255, 40505)
(256, 40906)
(257, 40309)
(258, 40704)
(259, 40101)
(260, 44600)
(261, 44021)
(262, 44444)
(263, 44869)
(264, 44286)
(265, 44605)
(266, 44026)
(267, 44449)
(268, 44864)
(269, 44281)
(270, 48900)
(271, 48341)
(272, 48784)
(273, 48129)
(274, 48566)
(275, 48905)
(276, 48346)
(277, 48789)
(278, 48124)
(279, 48561)
(280, 42400)
(281, 42861)
(282, 42224)
(283, 42689)
(284, 42046)
(285, 42405)
(286, 42866)
(287, 42229)
(288, 42684)
(289, 42041)
(290, 46100)
(291, 46581)
(292, 46964)
(293, 46349)
(294, 46726)
(295, 46105)
(296, 46586)
(297, 46969)
(298, 46344)
(299, 46721)
(300, 90000)
(301, 90601)
(302, 90204)
(303, 90809)
(304, 90406)
(305, 90005)
(306, 90606)
(307, 90209)
(308, 90804)
(309, 90401)
(310, 96100)
(311, 96721)
(312, 96344)
(313, 96969)
(314, 96586)
(315, 96105)
(316, 96726)
(317, 96349)
(318, 96964)
(319, 96581)
(320, 92400)
(321, 92041)
(322, 92684)
(323, 92229)
(324, 92866)
(325, 92405)
(326, 92046)
(327, 92689)
(328, 92224)
(329, 92861)
(330, 98900)
(331, 98561)
(332, 98124)
(333, 98789)
(334, 98346)
(335, 98905)
(336, 98566)
(337, 98129)
(338, 98784)
(339, 98341)
(340, 94600)
(341, 94281)
(342, 94864)
(343, 94449)
(344, 94026)
(345, 94605)
(346, 94286)
(347, 94869)
(348, 94444)
(349, 94021)
(350, 90500)
(351, 90101)
(352, 90704)
(353, 90309)
(354, 90906)
(355, 90505)
(356, 90106)
(357, 90709)
(358, 90304)
(359, 90901)
(360, 96600)
(361, 96221)
(362, 96844)
(363, 96469)
(364, 96086)
(365, 96605)
(366, 96226)
(367, 96849)
(368, 96464)
(369, 96081)
(370, 92900)
(371, 92541)
(372, 92184)
(373, 92729)
(374, 92366)
(375, 92905)
(376, 92546)
(377, 92189)
(378, 92724)
(379, 92361)
(380, 98400)
(381, 98061)
(382, 98624)
(383, 98289)
(384, 98846)
(385, 98405)
(386, 98066)
(387, 98629)
(388, 98284)
(389, 98841)
(390, 94100)
(391, 94781)
(392, 94364)
(393, 94949)
(394, 94526)
(395, 94105)
(396, 94786)
(397, 94369)
(398, 94944)
(399, 94521)
(400, 60000)
(401, 60801)
(402, 60604)
(403, 60409)
(404, 60206)
(405, 60005)
(406, 60806)
(407, 60609)
(408, 60404)
(409, 60201)
(410, 68100)
(411, 68921)
(412, 68744)
(413, 68569)
(414, 68386)
(415, 68105)
(416, 68926)
(417, 68749)
(418, 68564)
(419, 68381)
(420, 66400)
(421, 66241)
(422, 66084)
(423, 66829)
(424, 66666)
(425, 66405)
(426, 66246)
(427, 66089)
(428, 66824)
(429, 66661)
(430, 64900)
(431, 64761)
(432, 64524)
(433, 64389)
(434, 64146)
(435, 64905)
(436, 64766)
(437, 64529)
(438, 64384)
(439, 64141)
(440, 62600)
(441, 62481)
(442, 62264)
(443, 62049)
(444, 62826)
(445, 62605)
(446, 62486)
(447, 62269)
(448, 62044)
(449, 62821)
(450, 60500)
(451, 60301)
(452, 60104)
(453, 60909)
(454, 60706)
(455, 60505)
(456, 60306)
(457, 60109)
(458, 60904)
(459, 60701)
(460, 68600)
(461, 68421)
(462, 68244)
(463, 68069)
(464, 68886)
(465, 68605)
(466, 68426)
(467, 68249)
(468, 68064)
(469, 68881)
(470, 66900)
(471, 66741)
(472, 66584)
(473, 66329)
(474, 66166)
(475, 66905)
(476, 66746)
(477, 66589)
(478, 66324)
(479, 66161)
(480, 64400)
(481, 64261)
(482, 64024)
(483, 64889)
(484, 64646)
(485, 64405)
(486, 64266)
(487, 64029)
(488, 64884)
(489, 64641)
(490, 62100)
(491, 62981)
(492, 62764)
(493, 62549)
(494, 62326)
(495, 62105)
(496, 62986)
(497, 62769)
(498, 62544)
(499, 62321)
(500, 50000)
(501, 50001)
(502, 50004)
(503, 50009)
(504, 50006)
(505, 50005)
506, 50006
507, 50009
508, 50004
509, 50001
(510, 50100)
(511, 50121)
(512, 50144)
(513, 50169)
(514, 50186)
(515, 50105)
(516, 50126)
(517, 50149)
(518, 50164)
(519, 50181)
(520, 50400)
(521, 50441)
(522, 50484)
(523, 50429)
(524, 50466)
(525, 50405)
(526, 50446)
(527, 50489)
(528, 50424)
(529, 50461)
(530, 50900)
(531, 50961)
(532, 50924)
(533, 50989)
(534, 50946)
(535, 50905)
(536, 50966)
(537, 50929)
(538, 50984)
(539, 50941)
(540, 50600)
(541, 50681)
(542, 50664)
(543, 50649)
(544, 50626)
(545, 50605)
(546, 50686)
(547, 50669)
(548, 50644)
(549, 50621)
(550, 50500)
(551, 50501)
(552, 50504)
(553, 50509)
(554, 50506)
(555, 50505)
556, 50506
557, 50509
558, 50504
559, 50501
560, 50600
561, 50621
562, 50644
563, 50669
564, 50686
565, 50605
566, 50626
